"STUID","PROGRAM","TERM","TERM_GPA","CREDITS_ATTEMPTED","CREDITS_EARNED"
"STU0091","Business",1,3.72,15,15
"STU0091","Business",2,3.47,15,15
"STU0091","Business",3,3.62,15,15
"STU0091","Business",4,3.94,15,15
"STU0091","Business",5,3.97,15,15
"STU0091","Business",6,4,15,15
"STU0091","Business",7,4,15,15
"STU0091","Business",8,3.71,15,15
"STU0092","Engineering",1,3.95,15,15
"STU0092","Engineering",2,3.96,15,15
"STU0092","Engineering",3,2.99,15,15
"STU0092","Engineering",4,4,15,15
"STU0092","Engineering",5,4,15,15
"STU0092","Engineering",6,2.86,15,15
"STU0092","Engineering",7,3.04,15,15
"STU0092","Engineering",8,3.35,15,15
"STU0093","Engineering",1,3.54,15,15
"STU0093","Engineering",2,3.28,15,15
"STU0093","Engineering",3,3.62,15,15
"STU0093","Engineering",4,3.81,15,15
"STU0093","Engineering",5,3.45,15,15
"STU0093","Engineering",6,3.72,15,15
"STU0093","Engineering",7,3.89,15,15
"STU0093","Engineering",8,3.16,15,15
"STU0094","Liberal Arts",1,4,15,15
"STU0094","Liberal Arts",2,4,15,15
"STU0094","Liberal Arts",3,4,15,15
"STU0094","Liberal Arts",4,4,15,15
"STU0094","Liberal Arts",5,3.8,15,15
"STU0094","Liberal Arts",6,3.99,15,15
"STU0094","Liberal Arts",7,4,15,15
"STU0094","Liberal Arts",8,4,15,15
"STU0095","Liberal Arts",1,4,15,15
"STU0095","Liberal Arts",2,3.76,15,15
"STU0095","Liberal Arts",3,3.87,15,15
"STU0095","Liberal Arts",4,3.65,15,15
"STU0095","Liberal Arts",5,3.62,15,15
"STU0095","Liberal Arts",6,3.64,15,15
"STU0095","Liberal Arts",7,4,15,15
"STU0095","Liberal Arts",8,3.54,15,15
"STU0096","Liberal Arts",1,3.76,15,15
"STU0096","Liberal Arts",2,2.85,15,15
"STU0096","Liberal Arts",3,3.31,15,15
"STU0096","Liberal Arts",4,3.04,15,15
"STU0096","Liberal Arts",5,3.8,15,15
"STU0096","Liberal Arts",6,2.94,15,15
"STU0096","Liberal Arts",7,2.53,15,15
"STU0096","Liberal Arts",8,3.39,15,15
"STU0097","Engineering",1,3.69,15,15
"STU0097","Engineering",2,3.79,15,15
"STU0097","Engineering",3,3.55,15,15
"STU0097","Engineering",4,2.68,15,15
"STU0097","Engineering",5,3.85,15,15
"STU0097","Engineering",6,3.27,15,15
"STU0097","Engineering",7,4,15,15
"STU0097","Engineering",8,3.84,15,15
"STU0098","Business",1,3.39,15,15
"STU0098","Business",2,4,15,15
"STU0098","Business",3,2.99,15,15
"STU0098","Business",4,3.6,15,15
"STU0098","Business",5,3.51,15,15
"STU0098","Business",6,4,15,15
"STU0098","Business",7,4,15,15
"STU0098","Business",8,3.71,15,15
"STU0099","Liberal Arts",1,4,15,15
"STU0099","Liberal Arts",2,3.88,15,15
"STU0099","Liberal Arts",3,3.61,15,15
"STU0099","Liberal Arts",4,3.6,15,15
"STU0099","Liberal Arts",5,4,15,15
"STU0099","Liberal Arts",6,4,15,15
"STU0099","Liberal Arts",7,3.84,15,15
"STU0099","Liberal Arts",8,3.81,15,15
"STU0100","Business",1,2.76,15,15
"STU0100","Business",2,3.02,15,15
"STU0100","Business",3,2.96,15,15
"STU0100","Business",4,2.78,15,15
"STU0100","Business",5,2.34,15,15
"STU0100","Business",6,3,15,15
"STU0100","Business",7,2.85,15,15
"STU0100","Business",8,2.56,15,15
"STU0101","Business",1,3.9,15,15
"STU0101","Business",2,4,15,15
"STU0101","Business",3,4,15,15
"STU0101","Business",4,4,15,15
"STU0101","Business",5,4,15,15
"STU0101","Business",6,3.95,15,15
"STU0101","Business",7,4,15,15
"STU0101","Business",8,4,15,15
"STU0102","Engineering",1,3.14,15,15
"STU0102","Engineering",2,3.65,15,15
"STU0102","Engineering",3,3.75,15,15
"STU0102","Engineering",4,2.14,15,15
"STU0102","Engineering",5,2.69,15,15
"STU0102","Engineering",6,3.25,15,15
"STU0102","Engineering",7,3.04,15,15
"STU0102","Engineering",8,2.84,15,15
"STU0103","Engineering",1,2.48,15,15
"STU0103","Engineering",2,2.02,15,15
"STU0103","Engineering",3,1.79,15,15
"STU0103","Engineering",4,2.22,15,15
"STU0103","Engineering",5,2.32,15,15
"STU0103","Engineering",6,1.46,15,15
"STU0103","Engineering",7,2.23,15,15
"STU0103","Engineering",8,2.49,15,15
"STU0104","Business",1,3.12,15,15
"STU0104","Business",2,4,15,15
"STU0104","Business",3,3.55,15,15
"STU0104","Business",4,4,15,15
"STU0104","Business",5,4,15,15
"STU0104","Business",6,3.8,15,15
"STU0104","Business",7,3.87,15,15
"STU0104","Business",8,3.81,15,15
"STU0105","Liberal Arts",1,3.73,15,15
"STU0105","Liberal Arts",2,3.01,15,15
"STU0105","Liberal Arts",3,3.24,15,15
"STU0105","Liberal Arts",4,2.71,15,15
"STU0105","Liberal Arts",5,4,15,15
"STU0105","Liberal Arts",6,4,15,15
"STU0105","Liberal Arts",7,3.89,15,15
"STU0105","Liberal Arts",8,3.03,15,15
"STU0106","Liberal Arts",1,3.33,15,15
"STU0106","Liberal Arts",2,3.53,15,15
"STU0106","Liberal Arts",3,3.66,15,15
"STU0106","Liberal Arts",4,3.9,15,15
"STU0106","Liberal Arts",5,3.41,15,15
"STU0106","Liberal Arts",6,2.83,15,15
"STU0106","Liberal Arts",7,2.74,15,15
"STU0106","Liberal Arts",8,2.93,15,15
"STU0107","Liberal Arts",1,3.85,15,15
"STU0107","Liberal Arts",2,4,15,15
"STU0107","Liberal Arts",3,3.62,15,15
"STU0107","Liberal Arts",4,4,15,15
"STU0107","Liberal Arts",5,4,15,15
"STU0107","Liberal Arts",6,3.85,15,15
"STU0107","Liberal Arts",7,4,15,15
"STU0107","Liberal Arts",8,4,15,15
"STU0108","Liberal Arts",1,4,15,15
"STU0108","Liberal Arts",2,3.91,15,15
"STU0108","Liberal Arts",3,3.8,15,15
"STU0108","Liberal Arts",4,3.68,15,15
"STU0108","Liberal Arts",5,3.64,15,15
"STU0108","Liberal Arts",6,3.72,15,15
"STU0108","Liberal Arts",7,4,15,15
"STU0108","Liberal Arts",8,3.8,15,15
"STU0109","Business",1,2.38,15,15
"STU0109","Business",2,2.51,15,15
"STU0109","Business",3,2.99,15,15
"STU0109","Business",4,2.84,15,15
"STU0109","Business",5,2.51,15,15
"STU0109","Business",6,3.33,15,15
"STU0109","Business",7,2.84,15,15
"STU0109","Business",8,2.18,15,15
"STU0110","Engineering",1,2.47,15,15
"STU0110","Engineering",2,3.11,15,15
"STU0110","Engineering",3,2.36,15,15
"STU0110","Engineering",4,1.92,15,15
"STU0110","Engineering",5,2.65,15,15
"STU0110","Engineering",6,3,15,15
"STU0110","Engineering",7,3.23,15,15
"STU0110","Engineering",8,2.67,15,15
"STU0111","Business",1,2.39,15,15
"STU0111","Business",2,2.65,15,15
"STU0111","Business",3,2.29,15,15
"STU0111","Business",4,2.73,15,15
"STU0111","Business",5,2.13,15,15
"STU0111","Business",6,2.03,15,15
"STU0111","Business",7,2.89,15,15
"STU0111","Business",8,1.56,15,15
"STU0112","Liberal Arts",1,2.6,15,15
"STU0112","Liberal Arts",2,2.29,15,15
"STU0112","Liberal Arts",3,2.28,15,15
"STU0112","Liberal Arts",4,2.14,15,15
"STU0112","Liberal Arts",5,3.04,15,15
"STU0112","Liberal Arts",6,3,15,15
"STU0112","Liberal Arts",7,2.12,15,15
"STU0112","Liberal Arts",8,2.85,15,15
"STU0113","Liberal Arts",1,4,15,15
"STU0113","Liberal Arts",2,2.81,15,15
"STU0113","Liberal Arts",3,3.53,15,15
"STU0113","Liberal Arts",4,4,15,15
"STU0113","Liberal Arts",5,3.2,15,15
"STU0113","Liberal Arts",6,3.55,15,15
"STU0113","Liberal Arts",7,3.6,15,15
"STU0113","Liberal Arts",8,4,15,15
"STU0114","Business",1,2.96,15,15
"STU0114","Business",2,3.32,15,15
"STU0115","Business",1,3.52,15,15
"STU0115","Business",2,3.72,15,15
"STU0115","Business",3,3.71,15,15
"STU0115","Business",4,3.49,15,15
"STU0115","Business",5,3.9,15,15
"STU0115","Business",6,3.86,15,15
"STU0115","Business",7,3.55,15,15
"STU0115","Business",8,4,15,15
"STU0116","Business",1,3.93,15,15
"STU0116","Business",2,3.52,15,15
"STU0116","Business",3,3.63,15,15
"STU0116","Business",4,3.33,15,15
"STU0116","Business",5,2.99,15,15
"STU0116","Business",6,3.04,15,15
"STU0116","Business",7,3.89,15,15
"STU0116","Business",8,3.37,15,15
"STU0117","Engineering",1,2.82,15,15
"STU0117","Engineering",2,2.95,15,15
"STU0117","Engineering",3,3.52,15,15
"STU0117","Engineering",4,2.86,15,15
"STU0117","Engineering",5,3.32,15,15
"STU0117","Engineering",6,3.63,15,15
"STU0117","Engineering",7,3.62,15,15
"STU0117","Engineering",8,3.08,15,15
"STU0118","Business",1,2.58,15,15
"STU0118","Business",2,2.46,15,15
"STU0118","Business",3,3.73,15,15
"STU0118","Business",4,3.26,15,15
"STU0118","Business",5,2.57,15,15
"STU0118","Business",6,3.66,15,15
"STU0118","Business",7,3.37,15,15
"STU0118","Business",8,3.15,15,15
"STU0119","Business",1,2.52,15,15
"STU0119","Business",2,2.07,15,15
"STU0119","Business",3,2.36,15,15
"STU0119","Business",4,1.83,15,15
"STU0119","Business",5,1.73,15,15
"STU0120","Liberal Arts",1,3.02,15,15
"STU0120","Liberal Arts",2,2.91,15,15
"STU0120","Liberal Arts",3,4,15,15
"STU0120","Liberal Arts",4,2.72,15,15
"STU0120","Liberal Arts",5,3.55,15,15
"STU0120","Liberal Arts",6,2.86,15,15
"STU0120","Liberal Arts",7,2.6,15,15
"STU0120","Liberal Arts",8,3.01,15,15
"STU0121","Business",1,3,15,15
"STU0121","Business",2,1.63,15,15
"STU0121","Business",3,2.89,15,15
"STU0121","Business",4,2.95,15,15
"STU0121","Business",5,3.09,15,15
"STU0121","Business",6,2.3,15,15
"STU0121","Business",7,2.67,15,15
"STU0121","Business",8,2.72,15,15
"STU0122","Business",1,3.23,15,15
"STU0122","Business",2,3.84,15,15
"STU0122","Business",3,3.41,15,15
"STU0122","Business",4,3.77,15,15
"STU0122","Business",5,3.58,15,15
"STU0122","Business",6,3.37,15,15
"STU0122","Business",7,2.86,15,15
"STU0122","Business",8,4,15,15
"STU0123","Business",1,3.64,15,15
"STU0123","Business",2,3.12,15,15
"STU0123","Business",3,3.56,15,15
"STU0123","Business",4,3.26,15,15
"STU0123","Business",5,3.35,15,15
"STU0123","Business",6,3.78,15,15
"STU0123","Business",7,3.63,15,15
"STU0123","Business",8,3.61,15,15
"STU0124","Business",1,3.97,15,15
"STU0124","Business",2,3.63,15,15
"STU0124","Business",3,3.3,15,15
"STU0125","Liberal Arts",1,2.95,15,15
"STU0125","Liberal Arts",2,2.85,15,15
"STU0125","Liberal Arts",3,2.87,15,15
"STU0125","Liberal Arts",4,1.64,15,15
"STU0125","Liberal Arts",5,1.83,15,15
"STU0126","Business",1,1.99,15,15
"STU0126","Business",2,2.57,15,15
"STU0126","Business",3,3.13,15,15
"STU0126","Business",4,3.18,15,15
"STU0126","Business",5,2.75,15,15
"STU0126","Business",6,2.28,15,15
"STU0126","Business",7,3.15,15,15
"STU0126","Business",8,2.8,15,15
"STU0127","Liberal Arts",1,3.3,15,15
"STU0127","Liberal Arts",2,2.44,15,15
"STU0127","Liberal Arts",3,2.74,15,15
"STU0127","Liberal Arts",4,2.81,15,15
"STU0127","Liberal Arts",5,3.32,15,15
"STU0127","Liberal Arts",6,3.38,15,15
"STU0127","Liberal Arts",7,2.67,15,15
"STU0127","Liberal Arts",8,2.44,15,15
"STU0129","Engineering",1,3.85,15,15
"STU0129","Engineering",2,3.97,15,15
"STU0129","Engineering",3,4,15,15
"STU0129","Engineering",4,3.54,15,15
"STU0129","Engineering",5,3.63,15,15
"STU0129","Engineering",6,3.49,15,15
"STU0129","Engineering",7,4,15,15
"STU0129","Engineering",8,4,15,15
"STU0130","Liberal Arts",1,3.12,15,15
"STU0130","Liberal Arts",2,2.39,15,15
"STU0130","Liberal Arts",3,2.77,15,15
"STU0130","Liberal Arts",4,2.22,15,15
"STU0130","Liberal Arts",5,3.11,15,15
"STU0130","Liberal Arts",6,3.27,15,15
"STU0130","Liberal Arts",7,2.76,15,15
"STU0130","Liberal Arts",8,3.23,15,15
"STU0131","Liberal Arts",1,1.69,15,15
"STU0131","Liberal Arts",2,1.96,15,15
"STU0132","Business",1,3.85,15,15
"STU0132","Business",2,2.27,15,15
"STU0132","Business",3,3.64,15,15
"STU0132","Business",4,3.36,15,15
"STU0132","Business",5,3.25,15,15
"STU0132","Business",6,3.28,15,15
"STU0132","Business",7,3.81,15,15
"STU0132","Business",8,3.92,15,15
"STU0133","Business",1,2.79,15,15
"STU0133","Business",2,2,15,15
"STU0133","Business",3,3.35,15,15
"STU0133","Business",4,2.61,15,15
"STU0133","Business",5,1.89,15,15
"STU0133","Business",6,2.77,15,15
"STU0133","Business",7,1.98,15,15
"STU0133","Business",8,2.29,15,15
"STU0134","Liberal Arts",1,0.81,15,9
"STU0134","Liberal Arts",2,1.48,15,15
"STU0135","Liberal Arts",1,2.6,15,15
"STU0135","Liberal Arts",2,2.45,15,15
"STU0135","Liberal Arts",3,2.78,15,15
"STU0135","Liberal Arts",4,2.73,15,15
"STU0135","Liberal Arts",5,3.94,15,15
"STU0135","Liberal Arts",6,2.97,15,15
"STU0135","Liberal Arts",7,2.91,15,15
"STU0135","Liberal Arts",8,2.45,15,15
"STU0136","Business",1,2.6,15,15
"STU0136","Business",2,2.77,15,15
"STU0136","Business",3,2.66,15,15
"STU0136","Business",4,2.13,15,15
"STU0136","Business",5,2.04,15,15
"STU0136","Business",6,2.51,15,15
"STU0136","Business",7,2.65,15,15
"STU0136","Business",8,2.57,15,15
"STU0137","Liberal Arts",1,3.13,15,15
"STU0137","Liberal Arts",2,2.46,15,15
"STU0137","Liberal Arts",3,2.7,15,15
"STU0137","Liberal Arts",4,2.99,15,15
"STU0137","Liberal Arts",5,1.88,15,15
"STU0137","Liberal Arts",6,3.04,15,15
"STU0137","Liberal Arts",7,2.32,15,15
"STU0137","Liberal Arts",8,2.47,15,15
"STU0138","Engineering",1,3.73,15,15
"STU0138","Engineering",2,3.92,15,15
"STU0138","Engineering",3,3.47,15,15
"STU0138","Engineering",4,3.99,15,15
"STU0138","Engineering",5,3.55,15,15
"STU0138","Engineering",6,3.84,15,15
"STU0138","Engineering",7,3.48,15,15
"STU0138","Engineering",8,3.33,15,15
"STU0139","Liberal Arts",1,3.44,15,15
"STU0139","Liberal Arts",2,3.2,15,15
"STU0139","Liberal Arts",3,3.95,15,15
"STU0139","Liberal Arts",4,3.66,15,15
"STU0139","Liberal Arts",5,3.56,15,15
"STU0139","Liberal Arts",6,4,15,15
"STU0139","Liberal Arts",7,3.31,15,15
"STU0139","Liberal Arts",8,3.94,15,15
"STU0140","Business",1,2.44,15,15
"STU0140","Business",2,2.87,15,15
"STU0141","Engineering",1,1.77,15,15
"STU0141","Engineering",2,1.96,15,15
"STU0142","Engineering",1,2.93,15,15
"STU0142","Engineering",2,2.39,15,15
"STU0142","Engineering",3,3.25,15,15
"STU0142","Engineering",4,3.49,15,15
"STU0142","Engineering",5,3.61,15,15
"STU0142","Engineering",6,2.81,15,15
"STU0142","Engineering",7,3.01,15,15
"STU0142","Engineering",8,3.15,15,15
"STU0143","Business",1,2.43,15,15
"STU0143","Business",2,3.1,15,15
"STU0143","Business",3,3.19,15,15
"STU0143","Business",4,2.58,15,15
"STU0143","Business",5,3.72,15,15
"STU0143","Business",6,2.33,15,15
"STU0143","Business",7,2.3,15,15
"STU0143","Business",8,3.04,15,15
"STU0144","Liberal Arts",1,2.52,15,15
"STU0144","Liberal Arts",2,2.33,15,15
"STU0144","Liberal Arts",3,3.39,15,15
"STU0144","Liberal Arts",4,1.6,15,15
"STU0144","Liberal Arts",5,2.54,15,15
"STU0144","Liberal Arts",6,1.6,15,15
"STU0144","Liberal Arts",7,3.37,15,15
"STU0144","Liberal Arts",8,2.64,15,15
"STU0145","Liberal Arts",1,2.23,15,15
"STU0145","Liberal Arts",2,3.2,15,15
"STU0145","Liberal Arts",3,2.95,15,15
"STU0145","Liberal Arts",4,2.81,15,15
"STU0145","Liberal Arts",5,3.31,15,15
"STU0145","Liberal Arts",6,3.03,15,15
"STU0145","Liberal Arts",7,2.94,15,15
"STU0145","Liberal Arts",8,3.09,15,15
"STU0146","Liberal Arts",1,1.81,15,15
"STU0146","Liberal Arts",2,2.22,15,15
"STU0146","Liberal Arts",3,2.74,15,15
"STU0146","Liberal Arts",4,2.33,15,15
"STU0146","Liberal Arts",5,3.1,15,15
"STU0146","Liberal Arts",6,3.03,15,15
"STU0146","Liberal Arts",7,2.84,15,15
"STU0146","Liberal Arts",8,2.76,15,15
"STU0147","Engineering",1,2.47,15,15
"STU0147","Engineering",2,2.68,15,15
"STU0147","Engineering",3,2.05,15,15
"STU0147","Engineering",4,3.03,15,15
"STU0147","Engineering",5,1.97,15,15
"STU0147","Engineering",6,2.57,15,15
"STU0147","Engineering",7,2.3,15,15
"STU0147","Engineering",8,2.14,15,15
"STU0148","Liberal Arts",1,2.32,15,15
"STU0148","Liberal Arts",2,2.08,15,15
"STU0148","Liberal Arts",3,2.73,15,15
"STU0148","Liberal Arts",4,2.3,15,15
"STU0148","Liberal Arts",5,2.45,15,15
"STU0148","Liberal Arts",6,2.43,15,15
"STU0148","Liberal Arts",7,1.49,15,15
"STU0148","Liberal Arts",8,2.06,15,15
"STU0149","Engineering",1,3.84,15,15
"STU0149","Engineering",2,3.73,15,15
"STU0149","Engineering",3,3.8,15,15
"STU0149","Engineering",4,3.25,15,15
"STU0149","Engineering",5,3.52,15,15
"STU0149","Engineering",6,3.83,15,15
"STU0149","Engineering",7,3.22,15,15
"STU0149","Engineering",8,3.64,15,15
"STU0150","Engineering",1,2.25,15,15
"STU0150","Engineering",2,2.63,15,15
"STU0150","Engineering",3,2.32,15,15
"STU0150","Engineering",4,2.27,15,15
"STU0151","Liberal Arts",1,2.89,15,15
"STU0151","Liberal Arts",2,2.93,15,15
"STU0151","Liberal Arts",3,3.37,15,15
"STU0151","Liberal Arts",4,2.08,15,15
"STU0151","Liberal Arts",5,2.87,15,15
"STU0151","Liberal Arts",6,2.71,15,15
"STU0151","Liberal Arts",7,2.97,15,15
"STU0151","Liberal Arts",8,2.91,15,15
"STU0152","Engineering",1,3.61,15,15
"STU0152","Engineering",2,3.23,15,15
"STU0152","Engineering",3,3.05,15,15
"STU0152","Engineering",4,3.36,15,15
"STU0152","Engineering",5,2.42,15,15
"STU0152","Engineering",6,2.74,15,15
"STU0152","Engineering",7,3.12,15,15
"STU0152","Engineering",8,3,15,15
"STU0153","Liberal Arts",1,3.22,15,15
"STU0153","Liberal Arts",2,2.49,15,15
"STU0153","Liberal Arts",3,2.33,15,15
"STU0153","Liberal Arts",4,3.13,15,15
"STU0153","Liberal Arts",5,3.24,15,15
"STU0153","Liberal Arts",6,2.89,15,15
"STU0153","Liberal Arts",7,2.83,15,15
"STU0153","Liberal Arts",8,3.12,15,15
"STU0154","Business",1,3.44,15,15
"STU0154","Business",2,4,15,15
"STU0154","Business",3,3.99,15,15
"STU0154","Business",4,3.84,15,15
"STU0154","Business",5,3.98,15,15
"STU0154","Business",6,3.2,15,15
"STU0154","Business",7,3.96,15,15
"STU0154","Business",8,3.69,15,15
"STU0155","Business",1,2.2,15,15
"STU0155","Business",2,2.31,15,15
"STU0156","Liberal Arts",1,3.07,15,15
"STU0156","Liberal Arts",2,4,15,15
"STU0156","Liberal Arts",3,3.92,15,15
"STU0156","Liberal Arts",4,3.58,15,15
"STU0157","Engineering",1,2.84,15,15
"STU0157","Engineering",2,2.61,15,15
"STU0157","Engineering",3,2.67,15,15
"STU0157","Engineering",4,2.92,15,15
"STU0157","Engineering",5,3.18,15,15
"STU0157","Engineering",6,2.63,15,15
"STU0157","Engineering",7,2.88,15,15
"STU0157","Engineering",8,3.37,15,15
"STU0158","Engineering",1,2.91,15,15
"STU0158","Engineering",2,3.08,15,15
"STU0158","Engineering",3,2.47,15,15
"STU0158","Engineering",4,2.55,15,15
"STU0158","Engineering",5,2.87,15,15
"STU0158","Engineering",6,2.62,15,15
"STU0158","Engineering",7,2.51,15,15
"STU0158","Engineering",8,2.58,15,15
"STU0159","Engineering",1,4,15,15
"STU0159","Engineering",2,4,15,15
"STU0159","Engineering",3,3.5,15,15
"STU0159","Engineering",4,3.88,15,15
"STU0159","Engineering",5,4,15,15
"STU0159","Engineering",6,3.63,15,15
"STU0159","Engineering",7,3.87,15,15
"STU0159","Engineering",8,3.39,15,15
"STU0160","Business",1,3.13,15,15
"STU0160","Business",2,2.64,15,15
"STU0160","Business",3,3.1,15,15
"STU0160","Business",4,2.51,15,15
"STU0160","Business",5,3.96,15,15
"STU0160","Business",6,2.9,15,15
"STU0160","Business",7,3.46,15,15
"STU0160","Business",8,2.67,15,15
"STU0161","Liberal Arts",1,3.28,15,15
"STU0161","Liberal Arts",2,3.57,15,15
"STU0161","Liberal Arts",3,4,15,15
"STU0161","Liberal Arts",4,4,15,15
"STU0161","Liberal Arts",5,3.93,15,15
"STU0161","Liberal Arts",6,4,15,15
"STU0161","Liberal Arts",7,3.91,15,15
"STU0161","Liberal Arts",8,3.98,15,15
"STU0162","Business",1,2.73,15,15
"STU0162","Business",2,2.77,15,15
"STU0162","Business",3,3.14,15,15
"STU0162","Business",4,2.78,15,15
"STU0162","Business",5,3.31,15,15
"STU0162","Business",6,2.88,15,15
"STU0162","Business",7,3.1,15,15
"STU0162","Business",8,3.11,15,15
"STU0163","Business",1,3.5,15,15
"STU0163","Business",2,3.43,15,15
"STU0163","Business",3,2.89,15,15
"STU0163","Business",4,3.71,15,15
"STU0163","Business",5,3.59,15,15
"STU0163","Business",6,3.12,15,15
"STU0163","Business",7,4,15,15
"STU0163","Business",8,3.51,15,15
"STU0164","Engineering",1,3.75,15,15
"STU0164","Engineering",2,3.55,15,15
"STU0165","Business",1,4,15,15
"STU0165","Business",2,4,15,15
"STU0165","Business",3,3.91,15,15
"STU0165","Business",4,3.8,15,15
"STU0165","Business",5,4,15,15
"STU0165","Business",6,4,15,15
"STU0165","Business",7,3.89,15,15
"STU0165","Business",8,3.85,15,15
"STU0166","Engineering",1,2.15,15,15
"STU0166","Engineering",2,2.49,15,15
"STU0166","Engineering",3,3.39,15,15
"STU0166","Engineering",4,3.35,15,15
"STU0166","Engineering",5,2.52,15,15
"STU0166","Engineering",6,3.58,15,15
"STU0166","Engineering",7,3.19,15,15
"STU0166","Engineering",8,2.85,15,15
"STU0167","Business",1,3.91,15,15
"STU0167","Business",2,2.99,15,15
"STU0167","Business",3,3.22,15,15
"STU0167","Business",4,3.61,15,15
"STU0167","Business",5,3.93,15,15
"STU0167","Business",6,3.8,15,15
"STU0167","Business",7,3.9,15,15
"STU0167","Business",8,3.29,15,15
"STU0168","Engineering",1,3.53,15,15
"STU0168","Engineering",2,3.31,15,15
"STU0168","Engineering",3,3.1,15,15
"STU0168","Engineering",4,3.72,15,15
"STU0168","Engineering",5,2.74,15,15
"STU0168","Engineering",6,3.79,15,15
"STU0168","Engineering",7,3.4,15,15
"STU0168","Engineering",8,4,15,15
"STU0169","Engineering",1,2.63,15,15
"STU0169","Engineering",2,2.31,15,15
"STU0169","Engineering",3,2.69,15,15
"STU0169","Engineering",4,2.62,15,15
"STU0169","Engineering",5,2.8,15,15
"STU0169","Engineering",6,2.44,15,15
"STU0169","Engineering",7,2.46,15,15
"STU0169","Engineering",8,2.8,15,15
"STU0170","Engineering",1,4,15,15
"STU0170","Engineering",2,3.53,15,15
"STU0170","Engineering",3,3.72,15,15
"STU0170","Engineering",4,4,15,15
"STU0170","Engineering",5,3.9,15,15
"STU0170","Engineering",6,3.74,15,15
"STU0170","Engineering",7,4,15,15
"STU0170","Engineering",8,3.64,15,15
"STU0171","Liberal Arts",1,2.78,15,15
"STU0171","Liberal Arts",2,2.59,15,15
"STU0171","Liberal Arts",3,2.55,15,15
"STU0171","Liberal Arts",4,3.23,15,15
"STU0171","Liberal Arts",5,1.88,15,15
"STU0171","Liberal Arts",6,2.22,15,15
"STU0171","Liberal Arts",7,1.81,15,15
"STU0171","Liberal Arts",8,1.91,15,15
"STU0172","Business",1,2.18,15,15
"STU0172","Business",2,1.88,15,15
"STU0172","Business",3,1.44,15,15
"STU0173","Business",1,1.33,15,15
"STU0173","Business",2,1.89,15,15
"STU0174","Business",1,3.17,15,15
"STU0174","Business",2,4,15,15
"STU0175","Business",1,3.23,15,15
"STU0175","Business",2,3.68,15,15
"STU0175","Business",3,2.71,15,15
"STU0175","Business",4,3.77,15,15
"STU0175","Business",5,3.52,15,15
"STU0175","Business",6,3.47,15,15
"STU0175","Business",7,3.83,15,15
"STU0175","Business",8,3.03,15,15
"STU0177","Liberal Arts",1,2.62,15,15
"STU0177","Liberal Arts",2,2.53,15,15
"STU0177","Liberal Arts",3,2.78,15,15
"STU0177","Liberal Arts",4,2.22,15,15
"STU0177","Liberal Arts",5,3,15,15
"STU0177","Liberal Arts",6,2.44,15,15
"STU0177","Liberal Arts",7,2.46,15,15
"STU0177","Liberal Arts",8,2.07,15,15
"STU0178","Business",1,3.18,15,15
"STU0178","Business",2,2.92,15,15
"STU0178","Business",3,2.98,15,15
"STU0178","Business",4,3.01,15,15
"STU0178","Business",5,3.18,15,15
"STU0178","Business",6,2.97,15,15
"STU0178","Business",7,3.89,15,15
"STU0178","Business",8,3.37,15,15
"STU0179","Liberal Arts",1,3.1,15,15
"STU0179","Liberal Arts",2,3.92,15,15
"STU0179","Liberal Arts",3,3.54,15,15
"STU0179","Liberal Arts",4,3.78,15,15
"STU0179","Liberal Arts",5,3.94,15,15
"STU0179","Liberal Arts",6,4,15,15
"STU0179","Liberal Arts",7,3.7,15,15
"STU0179","Liberal Arts",8,4,15,15
"STU0180","Liberal Arts",1,2.11,15,15
"STU0180","Liberal Arts",2,2.45,15,15
"STU0180","Liberal Arts",3,2.53,15,15
"STU0180","Liberal Arts",4,2.42,15,15
"STU0180","Liberal Arts",5,2.96,15,15
"STU0180","Liberal Arts",6,2.97,15,15
"STU0180","Liberal Arts",7,2.12,15,15
"STU0180","Liberal Arts",8,2.65,15,15
"STU0181","Liberal Arts",1,4,15,15
"STU0181","Liberal Arts",2,4,15,15
"STU0182","Liberal Arts",1,3.64,15,15
"STU0182","Liberal Arts",2,4,15,15
"STU0182","Liberal Arts",3,3.61,15,15
"STU0182","Liberal Arts",4,4,15,15
"STU0182","Liberal Arts",5,4,15,15
"STU0182","Liberal Arts",6,4,15,15
"STU0182","Liberal Arts",7,4,15,15
"STU0182","Liberal Arts",8,3.99,15,15
"STU0183","Engineering",1,4,15,15
"STU0183","Engineering",2,4,15,15
"STU0183","Engineering",3,4,15,15
"STU0183","Engineering",4,3.22,15,15
"STU0183","Engineering",5,3.47,15,15
"STU0183","Engineering",6,4,15,15
"STU0183","Engineering",7,3.78,15,15
"STU0183","Engineering",8,3.87,15,15
"STU0184","Engineering",1,3.5,15,15
"STU0184","Engineering",2,2.84,15,15
"STU0184","Engineering",3,2.57,15,15
"STU0184","Engineering",4,2.4,15,15
"STU0184","Engineering",5,2.96,15,15
"STU0184","Engineering",6,2.86,15,15
"STU0184","Engineering",7,3.25,15,15
"STU0184","Engineering",8,2.58,15,15
"STU0185","Liberal Arts",1,1.88,15,15
"STU0185","Liberal Arts",2,2.29,15,15
"STU0186","Liberal Arts",1,2.84,15,15
"STU0186","Liberal Arts",2,2.53,15,15
"STU0186","Liberal Arts",3,2.24,15,15
"STU0186","Liberal Arts",4,2.6,15,15
"STU0186","Liberal Arts",5,2.36,15,15
